0a. Has committed ESBs?,1a. State,1b. Local Education Agency (LEA) or entity name,1c. LEA ID,1d. Street address 1,1e. Street address 2,1f. City,1g. State,1h. ZIP code,1i. Website,1j. Has LEA ID?,1k. LEA type (number),1l. LEA type (name),1m. Supervisory union LEA ID,1n. Locale (full number),1o. Locale broad type (number),1p. Locale broad type (name),1q. Census Region,1r. Census Division,1s. Latitude,1t. Longitude ,2a. Total number of buses,2b. Contractor used for some or all of buses?,3a. Number of ESBs committed ,3b. Number of delivered or operating ESBs,3c. Number of ESBs awarded,3d. Number of ESBs ordered,3e. Number of ESBs delivered,3f. Number of ESBs operating,3g. Number of batches,3h. Size of batch 1,3h. Size of batch 2,3h. Size of batch 3,3h. Size of batch 4,3h. Size of batch 5,3i. Percent of fleet that is electric,3j. Government agency involved (non-funding),3k. Utility/energy company involved 1,3k. Utility/energy company involved 2,3k. Utility/energy company involved 3,3l. Other groups involved 1,3l. Other groups involved 2,3l. Other groups involved 3,3m. Other notes,4a. Tribal school district?,4b. Number of students in district,4c. Number of schools in district,4d. Percentage of schools in district that are Title I schoolwide eligible,4e. Percentage of students in district eligible for free or reduced price lunch,4f. Median household income,4g. Percent of population below the poverty level,4h. Percent one race: White ,4i. Percent race alone or multiracial: White,4j. Percent one race: Black or African American ,4k. Percent race alone or multiracial: Black or African American,4l. Percent one race: American Indian and Alaska Native ,4m. Percent race alone or multiracial: American Indian and Alaska Native,4n. Percent one race: Asian ,4o. Percent race alone or multiracial: Asian,4p. Percent one race: Native Hawaiian and Other Pacific Islander ,4q. Percent race alone or multiracial: Native Hawaiian and Other Pacific Islander,4r. Percent one race: some other race ,4s. Percent race alone or multiracial: Some other race,4t. Percent two or more races,4u. Percent Hispanic or Latino (of any race) ,5a. EPA Region,5b. Percent non-white and/or Hispanic,5c. Quartile: percent non-white and/or Hispanic,5d. Percent low-income (200% of federal poverty level),5e. Quartile: percent low-income,5f. PM2.5 concentration,5g. Quartile: PM2.5 concentration,5h. Ozone concentration,5i. Quartile: ozone concentration,5j. Percent of school children with a disability,5k. Quartile: percent of school children with a disability,5l. Average rate of asthma among adults aged 18 and older,5m. Quartile: average rate of asthma,5n. Qualified for American Rescue Plan funding? ,5o. EPA 2022 Clean School Bus Rebate Program prioritized school district?,5p. EPA 2023 Clean School Bus Grant & Rebate Programs prioritized school district?,5q. WRI Priority Outreach District (POD)?,6a. Has any expression of interest in ESBs?,6b. ARP 2021 waitlist position,6c. DERA school bus rebates 2020 waitlist position,6d. DERA school bus rebates 2021 waitlist position,6e. Applied for ESB funding but not awarded
yes,CALIFORNIA,Richland Union Elementary,621450,300 N. Valley,,Shafter,CA,93263.0,http://www.rsdshafter.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,31.0,3,Town,West,Pacific,35.503649,-119.278794,19.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05263157894736842,,,,,,,,,No,2575.0,4.0,0.0,0.8563106796116505,52266.0,0.231,0.629,0.8170000000000001,0.013999999999999999,0.025,0.006,0.00025,0.003,0.005,0.0,0.001,0.153,0.336,0.19399999999999998,0.857,9.0,0.836802039,4.0,0.440520142,4.0,9.991074531,4.0,71.90384687,4.0,0.015,1.0,0.103410128388017,3.0,No,Yes,Yes,True,1.0,,,,
no,OKLAHOMA,MCCORD,4019500,977 South McCord Road,,Ponca City,OK,74604.0,http://www.mccordschool.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,36.6667,-97.031,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,313.0,1.0,1.0,0.5271565495207667,54722.0,0.159,0.8859999999999999,0.9540000000000001,0.0,0.004,0.038,4e-05,0.005,0.012,0.0,0.0,0.004,0.004,0.068,0.013999999999999999,6.0,0.229877217,3.0,0.358572078,4.0,8.095023836,3.0,60.4065,3.0,0.1,4.0,0.105999999999999,4.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,MCLOUD,4019560,233 S 4th,,McLoud,OK,74851.0,http://www.mcloudschools.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.433712,-97.091152,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1667.0,5.0,0.8,0.6622675464907019,68000.0,0.09300000000000001,0.75,0.8270000000000001,0.036000000000000004,0.046,0.12300000000000001,0.00046,0.006999999999999999,0.015,0.0,0.005,0.003,0.013000000000000001,0.081,0.023,6.0,0.218884326,3.0,0.250054031,2.0,9.115769448,4.0,63.0032071,4.0,0.054000000000000006,3.0,0.102628305004721,3.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,MEDFORD,4019620,301 North Main Street,,Medford,OK,73759.0,http://www.medford.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,36.809738,-97.735305,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,317.0,2.0,0.5,0.3911671924290221,41712.0,0.149,0.9279999999999999,0.985,0.005,0.006999999999999999,0.004,7e-05,0.004,0.004,0.002,0.002,0.0,0.031,0.057,0.051,6.0,0.151702786,2.0,0.273477812,2.0,7.920291484,3.0,60.07260388,3.0,0.21600000000000003,4.0,0.0952650100066711,2.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,MEEKER,4019680,214 E Carl Hubbell Blvd,,Meeker,OK,74855.0,http://www.meeker.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.5038,-96.8918,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,713.0,3.0,1.0,0.6129032258064516,52279.0,0.10800000000000001,0.8059999999999999,0.882,0.012,0.013999999999999999,0.086,0.00014,0.016,0.028999999999999998,0.0,0.0,0.004,0.02,0.076,0.037000000000000005,6.0,0.207437375,3.0,0.333795167,3.0,8.795636421,4.0,62.20923722,4.0,0.031,2.0,0.10525287783141399,4.0,Yes,Yes,No,False,1.0,,,,
no,OKLAHOMA,MERRITT,4019800,19693 East 1130 Road,,Elk City,OK,73644.0,http://www.merritt.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.378949,-99.471677,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,821.0,2.0,1.0,0.5602923264311814,84329.0,0.035,0.8220000000000001,0.833,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.165,0.165,0.012,0.165,6.0,0.250396607,3.0,0.331369184,3.0,7.327581222,2.0,60.08863771,3.0,,,0.10064644092125001,3.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,MIAMI,4019860,2116 Rockdale Blvd,,Miami,OK,74354.0,http://www.miami.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,West South Central,36.88714,-94.854643,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2201.0,6.0,0.8333333333333334,0.676056338028169,41477.0,0.213,0.6409999999999999,0.741,0.021,0.036000000000000004,0.184,0.00036,0.008,0.012,0.012,0.015,0.027999999999999997,0.039,0.105,0.055,6.0,0.378763453,4.0,0.458454969,4.0,8.363310925,3.0,57.24889538,2.0,0.069,3.0,0.115407651443396,4.0,Yes,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,MIDDLEBERG,4019890,2130 County Road 1317,,Blanchard,OK,73010.0,http://www.middleberg.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.1066,-97.7362,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,261.0,1.0,1.0,0.2720306513409962,88410.0,0.057999999999999996,0.884,0.9690000000000001,0.001,0.004,0.027999999999999997,4e-05,0.0,0.024,0.0,0.0,0.002,0.008,0.085,0.023,6.0,0.147699982,2.0,0.251431738,2.0,9.01330463,4.0,62.54871201,4.0,0.052000000000000005,3.0,0.0,1.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,MIDWEST CITY-DEL CITY,4019950,7217 SE 15th Street,,Midwest City,OK,73110.0,http://www.mid-del.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,South,West South Central,35.450226,-97.398384,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,12584.0,19.0,0.8571428571428571,0.5646853146853147,54897.0,0.166,0.6,0.6920000000000001,0.22899999999999998,0.268,0.03,0.00268,0.022000000000000002,0.034,0.0,0.001,0.017,0.038,0.102,0.08900000000000001,6.0,0.430694723,4.0,0.343345421,3.0,9.680077756,4.0,63.44579089,4.0,0.066,3.0,0.109816826213121,4.0,No,No,Yes,False,1.0,,,,
no,OKLAHOMA,MILBURN,4019980,200 North 8th Street,,Milburn,OK,73450.0,http://www.milburnps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,34.2418,-96.553,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,190.0,2.0,0.5,0.8,50078.0,0.19699999999999998,0.69,0.867,0.040999999999999995,0.064,0.077,0.00064,0.001,0.006,0.0,0.006999999999999999,0.013000000000000001,0.021,0.177,0.031,6.0,0.277244615,3.0,0.379398592,4.0,8.499586183,3.0,61.94083124,4.0,0.044000000000000004,2.0,0.109,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,MILL CREEK,4020040,602 South Chickasaw Avenue,,Mill Creek,OK,74856.0,http://www.millcreek.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,34.398295,-96.826039,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,201.0,2.0,1.0,0.5870646766169154,52167.0,0.10400000000000001,0.6759999999999999,0.892,0.011000000000000001,0.026000000000000002,0.086,0.00026000000000000003,0.0,0.002,0.0,0.0,0.01,0.015,0.217,0.017,6.0,0.299306091,3.0,0.349884348,3.0,8.522256265,3.0,62.91587014,4.0,0.049,2.0,0.108561774023231,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,MILLWOOD,4020080,6724 N Martin Luther King Ave,,Oklahoma City,OK,73111.0,http://www.millwoodps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.541369,-97.475874,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1108.0,3.0,0.3333333333333333,0.4314079422382672,58846.0,0.247,0.344,0.38,0.618,0.648,0.001,0.0064800000000000005,0.001,0.009000000000000001,0.0,0.0,0.0,0.004,0.036000000000000004,0.038,6.0,0.515340614,4.0,0.264274571,2.0,9.669816717,4.0,64.37642419,4.0,,,0.107282316565584,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,MINCO,4020100,701 SW THIRD ST,,Minco,OK,73059.0,http://www.minco.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.306075,-97.950231,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,563.0,3.0,0.3333333333333333,0.48134991119005327,63191.0,0.08199999999999999,0.8759999999999999,0.943,0.012,0.013000000000000001,0.021,0.00013000000000000002,0.003,0.01,0.0,0.0,0.021,0.048,0.067,0.061,6.0,0.258095605,3.0,0.338087895,3.0,8.710509121,4.0,62.8573754,4.0,0.086,4.0,0.103701903507721,3.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,MOFFETT,4020160,701 Belt Ave,,Moffett,OK,74946.0,http://www.moffett.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.3898,-94.4496,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,350.0,1.0,1.0,0.9914285714285714,19375.0,0.556,0.542,0.667,0.292,0.361,0.027999999999999997,0.00361,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.0,6.0,0.443767763,4.0,0.491270808,4.0,9.360949589,4.0,57.84367,2.0,,,0.122,4.0,No,Yes,Yes,True,1.0,,,,
no,OKLAHOMA,MONROE,4020190,36709 BOYD STREET,,Monroe,OK,74947.0,http://www.monroe.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,34.9896,-94.5175,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,115.0,1.0,1.0,0.3739130434782609,34167.0,0.225,0.8420000000000001,0.914,0.0,0.003,0.078,3e-05,0.006999999999999999,0.01,0.0,0.0,0.0,0.0,0.07200000000000001,0.0,6.0,0.290916702,3.0,0.49518627,4.0,8.542042312,3.0,58.76040914,2.0,0.11800000000000001,4.0,0.110031549004396,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,MOORE,4020250,1500 Southeast 4th Street,,Moore,OK,73160.0,http://www.mooreschools.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,South,West South Central,35.33331,-97.465951,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,24632.0,34.0,0.5,0.45615459564793764,72199.0,0.086,0.7190000000000001,0.809,0.062,0.084,0.040999999999999995,0.00084,0.055,0.071,0.0,0.003,0.027000000000000003,0.051,0.096,0.113,6.0,0.356929065,4.0,0.256321685,2.0,9.844395765,4.0,62.95124305,4.0,0.065,3.0,0.09970729759409,3.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,MOORELAND,4020280,304 NW 4th,,Mooreland,OK,73852.0,http://www.mooreland.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.44386,-99.208593,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,586.0,2.0,0.5,0.4658703071672355,78417.0,0.036000000000000004,0.934,0.9570000000000001,0.002,0.002,0.006,2e-05,0.008,0.022000000000000002,0.0,0.0,0.026000000000000002,0.028999999999999998,0.023,0.051,6.0,0.155678851,2.0,0.213881636,2.0,7.265694745,2.0,59.45860172,3.0,0.019,1.0,0.0930717600856836,2.0,No,Yes,No,False,1.0,,,,2022 CSBP rebate
no,OKLAHOMA,MORRIS,4020310,307 South 6th Street,,Morris,OK,74445.0,http://www.morrisschools.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,West South Central,35.607403,-95.854779,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,945.0,3.0,0.3333333333333333,0.726984126984127,61979.0,0.11599999999999999,0.696,0.7959999999999999,0.039,0.068,0.132,0.00068,0.0,0.0,0.0,0.0,0.016,0.025,0.11800000000000001,0.017,6.0,0.37096349,4.0,0.357058126,4.0,8.676382467,4.0,60.70877287,3.0,0.013000000000000001,1.0,0.11055159743414,4.0,No,Yes,Yes,True,1.0,,,,
no,OKLAHOMA,MORRISON,4020340,2nd Street and C Avenue,,Morrison,OK,73061.0,http://www.morrisonps.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.2991,-97.0064,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,603.0,3.0,0.6666666666666666,0.4925373134328358,67536.0,0.152,0.8109999999999999,0.9079999999999999,0.002,0.002,0.085,2e-05,0.002,0.002,0.0,0.001,0.003,0.003,0.09699999999999999,0.055,6.0,0.228041664,3.0,0.302651991,3.0,8.549952806,3.0,61.47074394,3.0,0.043,2.0,0.101949203520106,3.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,MOSELEY,4020430,7904 N MOSELEY RD,,COLCORD,OK,74338.0,http://www.moseleyschool.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,36.1891,-94.6291,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,172.0,1.0,1.0,0.872093023255814,49598.0,0.198,0.5489999999999999,0.657,0.002,0.01,0.28,0.0001,0.018000000000000002,0.018000000000000002,0.0,0.0,0.042,0.051,0.109,0.075,6.0,0.435910478,4.0,0.449643947,4.0,8.377329901,3.0,58.34708364,2.0,0.0,1.0,0.11663667980523901,4.0,No,No,No,True,1.0,,,,
no,OKLAHOMA,MOSS,4020460,8087 East 134 Road,,Holdenville,OK,74848.0,http://www.moss.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.071932,-96.231318,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,256.0,2.0,0.5,0.5859375,46806.0,0.122,0.823,0.9059999999999999,0.0,0.0,0.09300000000000001,0.0,0.0,0.0,0.0,0.0,0.001,0.009000000000000001,0.084,0.027999999999999997,6.0,0.240765465,3.0,0.335113485,3.0,8.580392603,3.0,62.04467,4.0,0.032,2.0,0.105,4.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,MOUNDS,4020550,1603 Russell Ave,,Mounds,OK,74047.0,http://www.moundsps.com,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.8803,-96.0551,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,596.0,2.0,0.5,0.6694630872483222,47328.0,0.22699999999999998,0.723,0.7979999999999999,0.004,0.016,0.153,0.00016,0.001,0.001,0.001,0.006,0.037000000000000005,0.043,0.08,0.028999999999999998,6.0,0.284166022,3.0,0.340856309,3.0,8.672788912,4.0,61.67769386,3.0,0.052000000000000005,3.0,0.109645393208715,4.0,No,No,No,False,1.0,,,,
no,OKLAHOMA,MOYERS,4020640,Hwy 2 N  Cobb Dr,,Moyers,OK,74557.0,http://moyersisd.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,43.0,4,Rural,South,West South Central,34.32627,-95.655399,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,188.0,2.0,0.5,0.8404255319148937,44333.0,0.193,0.8590000000000001,0.902,0.002,0.012,0.092,0.00012,0.003,0.003,0.0,0.0,0.0,0.006,0.043,0.022000000000000002,6.0,0.320469393,3.0,0.446285991,4.0,8.390351499,3.0,59.56807226,3.0,0.14800000000000002,4.0,0.11427183098591501,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,MULDROW,4020880,715 W SHAWNTEL SMITH BLVD,,MULDROW,OK,74948.0,http://www.muldrowps.org/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,31.0,3,Town,South,West South Central,35.399878,-94.613315,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,1292.0,3.0,1.0,0.7291021671826625,41286.0,0.14800000000000002,0.621,0.7290000000000001,0.021,0.024,0.205,0.00024,0.008,0.021,0.0,0.0,0.024,0.040999999999999995,0.122,0.063,6.0,0.387580805,4.0,0.457367999,4.0,8.965995372,4.0,57.78484929,2.0,0.055999999999999994,3.0,0.116287244840419,4.0,No,No,Yes,True,1.0,,,,
no,OKLAHOMA,MULHALL-ORLANDO,4020910,215 S Lewis,,Mulhall,OK,73063.0,http://www.mulhall-orlando.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.063512,-97.404972,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,224.0,2.0,0.5,0.45089285714285715,65253.0,0.065,0.89,0.9620000000000001,0.0,0.027999999999999997,0.037000000000000005,0.00028,0.0,0.004,0.0,0.003,0.002,0.002,0.07200000000000001,0.02,6.0,0.190813867,3.0,0.243047831,2.0,8.742282589,4.0,62.94419952,4.0,0.061,3.0,0.10190697265453201,3.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,MUSKOGEE,4020970,202 W BROADWAY,,MUSKOGEE,OK,74401.0,http://www.roughers.net,Yes,1.0,Regular public school district that is not a component of a supervisory union,,32.0,3,Town,South,West South Central,35.749214,-95.369682,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,4819.0,10.0,1.0,0.7281593691637269,40949.0,0.242,0.513,0.61,0.151,0.18100000000000002,0.163,0.0018100000000000002,0.009000000000000001,0.017,0.0,0.001,0.054000000000000006,0.067,0.111,0.091,6.0,0.485549779,4.0,0.446102819,4.0,8.924470852,4.0,59.50877419,3.0,0.09300000000000001,4.0,0.113131721691962,4.0,No,Yes,Yes,True,1.0,,,,2022 CSBP rebate
no,OKLAHOMA,MUSTANG,4021000,12400 SW 15th St,,Yukon,OK,73099.0,http://www.mustangps.org,Yes,1.0,Regular public school district that is not a component of a supervisory union,,21.0,2,Suburban,South,West South Central,35.384016,-97.725306,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,13494.0,16.0,0.6875,0.46442863494886616,83453.0,0.062,0.7659999999999999,0.847,0.033,0.053,0.037000000000000005,0.00053,0.054000000000000006,0.061,0.002,0.003,0.025,0.049,0.083,0.092,6.0,0.272194191,3.0,0.199838629,1.0,9.653707995,4.0,63.56069711,4.0,0.05,2.0,0.0962315910456338,2.0,No,No,No,False,1.0,,156.0,,
no,OKLAHOMA,SHARON-MUTUAL,4021030,210 S Maple St,,Mutual,OK,73853.0,http://www.smps.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.229592,-99.172567,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,205.0,2.0,0.5,0.44878048780487806,60357.0,0.12,0.884,0.9209999999999999,0.005,0.006999999999999999,0.049,7e-05,0.005,0.005,0.0,0.0,0.02,0.02,0.037000000000000005,0.027999999999999997,6.0,0.191878833,3.0,0.232763427,2.0,7.285738788,2.0,59.56733198,3.0,0.075,3.0,0.0952801665698237,2.0,No,Yes,No,False,1.0,,,,
yes,GEORGIA,Richmond County,1304380,864 Broad Street,,Augusta,GA,30901.0,,Yes,1.0,Regular public school district that is not a component of a supervisory union,,12.0,1,Urban,South,South Atlantic,33.47544,-81.967304,222.0,,25.0,0.0,25.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.11261261261261261,,,,,,,,,No,29589.0,52.0,0.9615384615384616,0.9429179762749671,46237.0,0.221,0.353,0.39799999999999996,0.5579999999999999,0.59,0.001,0.0059,0.017,0.028999999999999998,0.001,0.004,0.017,0.031,0.052000000000000005,0.052000000000000005,4.0,0.666504675,4.0,0.414001905,4.0,10.10212921,4.0,61.34654786,3.0,0.077,3.0,0.107727780671771,4.0,No,Yes,Yes,True,1.0,,,,2022 CSBP rebate
no,OKLAHOMA,NAVAJO,4021180,15695 South County Road 210,,Altus,OK,73521.0,http://www.navajo.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,34.740714,-99.230882,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,439.0,3.0,0.3333333333333333,0.4305239179954442,90111.0,0.053,0.872,0.9740000000000001,0.01,0.026000000000000002,0.009000000000000001,0.00026000000000000003,0.0,0.005,0.0,0.0,0.006,0.037000000000000005,0.102,0.126,6.0,0.246514387,3.0,0.269652922,2.0,7.503843454,2.0,61.76688056,3.0,0.021,1.0,0.0966546619782214,2.0,No,Yes,No,False,1.0,,,,
no,OKLAHOMA,NEW LIMA,4021360,116 Gross Street,,Wewoka,OK,74884.0,http://www.newlima.k12.ok.us/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,35.1724,-96.5923,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,257.0,2.0,0.5,0.8482490272373541,49250.0,0.168,0.73,0.775,0.069,0.105,0.139,0.00105,0.0,0.0,0.0,0.0,0.003,0.004,0.057999999999999996,0.032,6.0,0.293229725,3.0,0.414880314,4.0,8.715304966,4.0,61.83493549,3.0,0.081,4.0,0.110127464966014,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,NEWCASTLE,4021510,101 North Main Street,,Newcastle,OK,73065.0,http://www.newcastle.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,41.0,4,Rural,South,West South Central,35.2482,-97.6013,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,2578.0,4.0,0.5,0.3138091543832428,79340.0,0.044000000000000004,0.847,0.943,0.012,0.015,0.038,0.00015,0.005,0.005,0.0,0.0,0.003,0.036000000000000004,0.096,0.055,6.0,0.188757786,3.0,0.168962626,1.0,9.550009553,4.0,62.64521959,4.0,0.027999999999999997,1.0,0.0,1.0,Yes,No,No,False,1.0,,,,
no,OKLAHOMA,NEWKIRK,4021540,625 West South Street,,Newkirk,OK,74647.0,http://www.newkirk.k12.ok.us,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,36.873825,-97.061515,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,743.0,3.0,0.3333333333333333,0.5262449528936743,52156.0,0.125,0.805,0.873,0.001,0.01,0.105,0.0001,0.005,0.006999999999999999,0.0,0.0,0.013999999999999999,0.018000000000000002,0.07,0.043,6.0,0.182803468,3.0,0.325987476,3.0,7.956506222,3.0,60.01998598,3.0,0.075,3.0,0.106570931336356,4.0,No,Yes,Yes,False,1.0,,,,
no,OKLAHOMA,NINNEKAH,4021600,904 East  Dell Street,,Ninnekah,OK,73067.0,http://www.ninnekah.ok.nph.schoolinsites.com/,Yes,1.0,Regular public school district that is not a component of a supervisory union,,42.0,4,Rural,South,West South Central,34.949243,-97.923494,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,No,459.0,3.0,0.3333333333333333,0.7843137254901961,61978.0,0.08199999999999999,0.82,0.914,0.003,0.013000000000000001,0.075,0.00013000000000000002,0.0,0.006999999999999999,0.0,0.0,0.002,0.047,0.099,0.08800000000000001,6.0,0.180517504,3.0,0.31652968,3.0,8.829494612,4.0,62.41664242,4.0,0.044000000000000004,2.0,0.105,4.0,No,Yes,No,False,1.0,,,,
